pvm;pvm;;Omat sijoitukset ed. merk.;nordnet;OP osakkeet;TAPIOLA;S - sijoitus;osak-keet yht.;Kaikki Lainat;tulotili - visa ja jatkuva luotto;Tulotili;elatustili;tavoitetili;S - pankki;OP GOLD;Tilit yht;Tilit+ osakkeet yht;VISA;Jakuva luottotili;asuntolaina;asuntolaina (peruskorjaus);AUTOLAINA;ASUNTOLAINA yht;visa + OP GOLD + luottotili;lasten sijoitusrahastoon;;huom.;OsakeOstot;Myynti;Siirrto arvo-osuustilille;Siirto arvo-osuustililtä;Osinko;omaisuus - lainat;LAINALYHENNYS+KORKO KK;kulutus kuukaudessa;vuosikehitys %;vuosikehitys euroissa;kehitys 2017 asti;Tulotilin kk seu-ranta %;Tuohi-kortti;ASUNTOLAINA remontti;Tulotilin kuukausi seuranta;op osakekaupankäynti raha ei vielä tilillä;Isot hankinnat;OSINGOT nordnet;OSINGOT op;RAHASTOT;Autolaina tulotilillä;;;;;
19.09.24;19.09.24;to;0,65 %;18 299;4 876;0;1 208;24 383;27 793;741;1 600;63;152;28;859;1 843;26 226;0;0;11 147;5 455;10 332;16 602;859;7 140;;;;;;;;-1 567;789,0;1163,0;-29,8 %;-7 264;-104,55 %;-1,3 %;;;;;;;;;;;1110;840;763,5;
20.09.24;20.09.24;pe;0,38 %;18 367;4 901;0;1 208;24 476;27 974;517;1 557;143;152;28;1 040;1 880;26 356;0;0;11 147;5 455;10 332;16 602;1 040;7 140;;;;;;;;-1 618;789,0;1126,0;-29,3 %;-7 171;-103,78 %;1,5 %;;;;;;;;;;;1111;840;764,15;
23.09.24;23.09.24;MA;0,22 %;18 420;4 901;0;1 208;24 529;27 974;517;1 557;143;152;28;1 040;1 880;26 409;0;0;11 147;5 455;10 332;16 602;1 040;7 140;;;;;;;;-1 565;789,0;1126,0;-29,0 %;-7 118;-103,33 %;1,5 %;;;;;;;;;;;1112;840;764,8;
25.09.24;25.09.24;ke;-0,65 %;18 391;4 771;0;1 208;24 370;28 195;283;1 544;143;152;28;1 261;1 867;26 237;0;0;11 147;5 455;10 332;16 602;1 261;7 140;;;;;;;;-1 958;789,0;1139,0;-29,9 %;-7 277;-104,66 %;2,3 %;;;;;;;;;;;1113;840;765,45;
26.09.24;26.09.24;to;0,52 %;18 460;4 828;0;1 208;24 496;28 195;283;1 544;143;152;28;1 261;1 867;26 363;0;0;11 147;5 455;10 332;16 602;1 261;7 140;;;;;;;;-1 832;789,0;1139,0;-29,2 %;-7 151;-103,61 %;2,3 %;;;;;;;;;;;1114;840;766,1;
27.09.24;27.09.24;pe;-0,07 %;18 399;4 872;0;1 208;24 479;28 605;-173;1 498;143;152;28;1 671;1 821;26 300;0;0;11 147;5 455;10 332;16 602;1 671;7 140;;;;;;;;-2 305;789,0;1185,0;-29,3 %;-7 168;-103,75 %;5,2 %;;;;;;;;;;;1115;840;766,75;
30.09.24;30.09.24;MA;-0,27 %;18 364;4 840;0;1 208;24 412;28 605;-173;1 498;143;152;28;1 671;1 821;26 233;0;0;11 147;5 455;10 332;16 602;1 671;7 140;;;;;;;;-2 372;789,0;1185,0;-29,6 %;-7 235;-104,31 %;5,2 %;;;;;;;;;;;1116;840;767,4;
01.10.24;01.10.24;ti;-1,38 %;18 135;4 732;0;1 208;24 075;28 665;2 605;4 336;143;152;28;1 731;4 659;28 734;0;0;11 147;5 455;10 332;16 602;1 731;7 140;;;;;;;;69;789,0;-1653,0;-31,5 %;-7 572;-107,17 %;-174,4 %;;;;;;;;;;;1117;840;768,05;
02.10.24;02.10.24;ke;0,54 %;18 211;4 787;0;1 208;24 206;28 665;2 605;4 336;143;152;28;1 731;4 659;28 865;0;0;11 147;5 455;10 332;16 602;1 731;7 140;;;;;;;;200;789,0;-1653,0;-30,7 %;-7 441;-106,05 %;-174,4 %;;;;;;;;;;;1118;840;768,7;
03.10.24;03.10.24;to;0,00 %;18 211;4 787;0;1 208;24 206;27 618;2 525;3 209;143;152;28;684;3 532;27 738;0;0;11 147;5 455;10 332;16 602;684;7 140;;Maksoin Elisan abiristeily 126€ (toinen osa);;;;;;120;789,0;-526,0;-30,7 %;-7 441;-106,05 %;-103,1 %;;;;;;;;;;;1119;840;769,35;
04.10.24;04.10.24;pe;-0,02 %;18 208;4 753;0;1 240;24 201;27 703;2 247;3 016;143;152;12;769;3 323;27 524;0;0;11 147;5 455;10 332;16 602;769;7 140;;;;;;;;-179;789,0;-317,0;-30,8 %;-7 446;-106,09 %;-90,9 %;;;;;;;;;;;1120;840;770;
07.10.24;07.10.24;MA;-0,16 %;18 140;4 783;0;1 240;24 163;27 182;1 581;2 350;143;177;12;769;2 682;26 845;0;0;11 013;5 341;10 059;16 354;769;7 140;;;;;;;;-337;789,0;324,0;-31,0 %;-7 484;-106,41 %;-48,7 %;;;;;;;;;;;1121;840;770,65;
08.10.24;08.10.24;ti;0,20 %;18 200;4 771;0;1 240;24 211;27 182;1 581;2 350;143;177;12;769;2 682;26 893;0;0;11 013;5 341;10 059;16 354;769;7 140;;Maksoin Elisan bussiliput 27€;;;;;;-289;789,0;324,0;-30,7 %;-7 436;-106,01 %;-48,7 %;;;;;;;;;;;1122;840;771,3;
09.10.24;09.10.24;ke;0,43 %;18 325;4 751;0;1 240;24 316;27 338;1 425;2 350;143;177;12;925;2 682;26 998;0;0;11 013;5 341;10 059;16 354;925;7 140;;;;;;;;-340;789,0;324,0;-30,1 %;-7 331;-105,12 %;-48,7 %;;;;;;;;;;;1123;840;771,95;
10.10.24;10.10.24;to;0,21 %;18 340;4 764;0;1 264;24 368;27 348;1 152;2 087;143;177;12;935;2 419;26 787;0;0;11 013;5 341;10 059;16 354;935;7 140;;;;;;;;-561;789,0;587,0;-29,9 %;-7 279;-104,68 %;-32,1 %;;;;;;;;;;;1124;840;772,6;
11.10.24;11.10.24;pe;0,46 %;18 479;4 737;0;1 264;24 480;27 459;1 041;2 087;143;177;12;1 046;2 419;26 899;0;0;11 013;5 341;10 059;16 354;1 046;7 140;;;;;;;;-560;789,0;587,0;-29,3 %;-7 167;-103,74 %;-32,1 %;;;;;;;;;;;1125;840;773,25;
14.10.24;14.10.24;MA;0,12 %;18 508;4 735;0;1 266;24 509;27 463;587;1 637;593;177;12;1 050;2 419;26 928;0;0;11 013;5 341;10 059;16 354;1 050;7 140;;;;;;;;-535;789,0;587,0;-29,1 %;-7 138;-103,50 %;-3,6 %;;;;;;;;;;;1126;840;773,9;
15.10.24;15.10.24;ti;-4,69 %;17 350;4 744;0;1 266;23 360;27 463;631;1 681;193;177;12;1 050;2 063;25 423;0;0;11 013;5 341;10 059;16 354;1 050;7 260;;Maksoin Madeira matkan Marille 1036e.;Nosto 1200€;;;Nosto 1200e nordnetistä;;-2 040;789,0;943,0;-35,5 %;-8 287;-113,51 %;-6,4 %;;;;;;;;;;;1127;840;774,55;
16.10.24;16.10.24;ke;-0,30 %;17 277;4 748;0;1 266;23 291;27 567;527;1 681;193;177;12;1 154;2 063;25 354;0;0;11 013;5 341;10 059;16 354;1 154;7 260;;;;;;;;-2 213;789,0;943,0;-35,9 %;-8 356;-114,14 %;-6,4 %;;;;;;;;;;;1128;840;775,2;
17.10.24;17.10.24;to;2,79 %;17 612;5 047;0;1 281;23 940;27 567;527;1 681;193;177;12;1 154;2 063;26 003;0;0;11 013;5 341;10 059;16 354;1 154;7 260;;;;;;;;-1 564;789,0;943,0;-32,2 %;-7 707;-108,34 %;-6,4 %;;;;;;;;;;;1129;840;775,85;
18.10.24;18.10.24;pe;0,22 %;17 648;5 064;0;1 281;23 993;27 746;348;1 681;193;177;12;1 333;2 063;26 056;0;0;11 013;5 341;10 059;16 354;1 333;7 260;;;;;;;;-1 690;789,0;943,0;-31,9 %;-7 654;-107,88 %;-6,4 %;;;;;;;;;;;1130;840;776,5;
24.10.24;24.10.24;to;-1,94 %;17 300;4 947;0;1 281;23 528;27 843;209;1 639;193;177;12;1 430;2 021;25 549;0;0;11 013;5 341;10 059;16 354;1 430;7 260;;;;;;;;-2 294;789,0;985,0;-34,5 %;-8 119;-111,99 %;-3,7 %;;;;;;;;;;;1131;840;777,15;
28.10.24;28.10.24;MA;1,08 %;17 500;5 002;0;1 281;23 783;28 531;-508;1 610;193;177;12;2 118;1 992;25 775;0;0;11 013;5 341;10 059;16 354;2 118;7 260;;Maksoin Madeiran hotellin quinta de... 599;;;;;;-2 756;789,0;1014,0;-33,1 %;-7 864;-109,71 %;-1,9 %;;;;;;;;;;;1132;840;777,8;
29.10.24;29.10.24;ti;-0,16 %;17 470;4 993;0;1 281;23 744;28 531;-508;1 610;193;177;12;2 118;1 992;25 736;0;0;11 013;5 341;10 059;16 354;2 118;7 260;;;;;;;;-2 795;789,0;1014,0;-33,3 %;-7 903;-110,06 %;-1,9 %;;;;;;;;;;;1133;840;778,45;
30.10.24;30.10.24;ke;-1,27 %;17 225;4 936;0;1 281;23 442;28 632;-430;1 789;193;177;12;2 219;2 171;25 613;0;0;11 013;5 341;10 059;16 354;2 219;7 260;;Filmus maksoi 300€-verot;;;;;;-3 019;789,0;835,0;-35,0 %;-8 205;-112,76 %;-13,2 %;;;;;;;;;;;1134;840;779,1;
31.10.24;31.10.24;to;-1,01 %;17 004;4 920;0;1 281;23 205;28 632;-430;1 789;193;177;12;2 219;2 171;25 376;0;0;11 013;5 341;10 059;16 354;2 219;7 260;;;;;;;;-3 256;789,0;835,0;-36,4 %;-8 442;-114,94 %;-13,2 %;;;;;;;;;;;1135;840;779,75;
01.11.24;01.11.24;pe;1,90 %;17 334;5 032;0;1 281;23 647;28 660;2 380;4 627;193;177;12;2 247;5 009;28 656;0;0;11 013;5 341;10 059;16 354;2 247;7 260;;;;;;;;-4;789,0;-2003,0;-33,8 %;-8 000;-110,92 %;-192,8 %;;;;;;;;;;;1136;840;780,4;
04.11.24;04.11.24;MA;-0,19 %;17 343;4 977;0;1 281;23 601;28 660;1 930;4 177;193;177;12;2 247;4 559;28 160;0;0;11 013;5 341;10 059;16 354;2 247;7 260;;;;;;;;-500;789,0;-1553,0;-34,1 %;-8 046;-111,33 %;-164,4 %;;;;;;;;;;;1137;840;781,05;
06.11.24;06.11.24;ke;0,48 %;17 463;4 965;0;1 287;23 715;26 763;1 298;2 167;193;177;12;869;2 549;26 264;0;0;10 880;5 228;9 786;16 108;869;7 260;;Visamaksu 1378€;;;;;;-499;789,0;457,0;-33,4 %;-7 932;-110,31 %;-37,2 %;;;;;;;;;;;1138;840;781,7;
07.11.24;07.11.24;to;0,67 %;17 602;4 942;0;1 329;23 873;26 998;1 038;2 142;193;202;12;1 104;2 549;26 422;0;0;10 880;5 228;9 786;16 108;1 104;7 260;;;;;;;;-576;789,0;457,0;-32,6 %;-7 774;-108,92 %;-35,6 %;;;;;;;;;;;1139;840;782,35;
08.11.24;08.11.24;pe;0,00 %;17 602;4 942;0;1 329;23 873;27 425;611;2 142;193;202;12;1 531;2 549;26 422;0;0;10 880;5 228;9 786;16 108;1 531;7 260;;;;;;;;-1 003;789,0;457,0;-32,6 %;-7 774;-108,92 %;-35,6 %;;;;;;;;;;;1140;840;783;
11.11.24;11.11.24;MA;0,52 %;17 723;4 945;0;1 329;23 997;27 479;237;1 822;193;202;12;1 585;2 229;26 226;0;0;10 880;5 228;9 786;16 108;1 585;7 260;;;;;;;;-1 253;789,0;777,0;-31,9 %;-7 650;-107,84 %;-15,3 %;;;;;;;;;;;1141;840;783,65;
12.11.24;12.11.24;ti;-1,29 %;17 525;4 833;0;1 329;23 687;27 614;102;1 822;193;202;12;1 720;2 229;25 916;0;0;10 880;5 228;9 786;16 108;1 720;7 260;;;;;;;;-1 698;789,0;777,0;-33,6 %;-7 960;-110,56 %;-15,3 %;;;;;;;;;;;1142;840;784,3;
13.11.24;13.11.24;ke;0,22 %;17 603;4 808;0;1 329;23 740;27 614;102;1 822;193;202;12;1 720;2 229;25 969;0;0;10 880;5 228;9 786;16 108;1 720;7 260;;;;;;;;-1 645;789,0;777,0;-33,3 %;-7 907;-110,09 %;-15,3 %;;;;;;;;;;;1143;840;784,95;
14.11.24;14.11.24;to;0,81 %;17 720;4 883;0;1 329;23 932;27 614;102;1 822;193;202;12;1 720;2 229;26 161;0;0;10 880;5 228;9 786;16 108;1 720;7 260;;;;;;;;-1 453;789,0;777,0;-32,2 %;-7 715;-108,41 %;-15,3 %;;;;;;;;;;;1144;840;785,6;
15.11.24;15.11.24;pe;-0,71 %;17 501;4 931;0;1 329;23 761;27 714;-568;1 252;93;202;12;1 820;1 559;25 320;0;0;10 880;5 228;9 786;16 108;1 820;7 380;;;;;;;;-2 394;789,0;1447,0;-33,2 %;-7 886;-109,91 %;20,8 %;;;;;;;;;;;1145;840;786,25;
26.11.24;26.11.24;ti;0,21 %;17 656;4 826;0;1 329;23 811;27 714;-568;1 252;93;202;12;1 820;1 559;25 370;0;0;10 880;5 228;9 786;16 108;1 820;7 380;;;;;;;;-2 344;789,0;1447,0;-32,9 %;-7 836;-109,47 %;20,8 %;;;;;;;;;;;1146;840;786,9;
27.11.24;27.11.24;ke;-0,43 %;17 550;4 830;0;1 329;23 709;27 714;-568;1 252;93;202;12;1 820;1 559;25 268;0;0;10 880;5 228;9 786;16 108;1 820;7 380;;;;;;;;-2 446;789,0;1447,0;-33,5 %;-7 938;-110,37 %;20,8 %;;;;;;;;;;;1147;840;787,55;
28.11.24;28.11.24;to;0,71 %;17 650;4 899;0;1 329;23 878;27 714;-568;1 252;93;202;12;1 820;1 559;25 437;0;0;10 880;5 228;9 786;16 108;1 820;7 380;;;;;;;;-2 277;789,0;1447,0;-32,5 %;-7 769;-108,88 %;20,8 %;;;;;;;;;;;1148;840;788,2;
02.12.24;02.12.24;MA;1,29 %;17 921;4 936;0;1 329;24 186;28 364;1 526;3 996;93;202;12;2 470;4 303;28 489;0;0;10 880;5 228;9 786;16 108;2 470;7 380;;;;;;;;125;789,0;-1297,0;-30,8 %;-7 461;-106,22 %;-152,9 %;;;;;;;;;;;1149;840;788,85;
03.12.24;03.12.24;ti;0,20 %;18 018;4 970;0;1 247;24 235;26 363;1 526;1 995;93;202;155;469;2 445;26 680;0;0;10 880;5 228;9 786;16 108;469;7 380;;Visamaksu 2001€;;;;;;317;789,0;561,0;-30,6 %;-7 412;-105,80 %;-26,3 %;;;;;;;;;;;1150;840;789,5;
04.12.24;04.12.24;ke;0,50 %;18 135;4 981;0;1 241;24 357;26 363;1 526;1 995;93;202;155;469;2 445;26 802;0;0;10 880;5 228;9 786;16 108;469;7 380;;;;;;;;439;789,0;561,0;-29,9 %;-7 290;-104,77 %;-26,3 %;;;;;;;;;;;1151;840;790,15;
05.12.24;05.12.24;to;0,79 %;18 233;5 075;0;1 241;24 549;25 969;770;1 367;93;202;155;597;1 817;26 366;0;0;10 745;5 116;9 511;15 861;597;7 380;;;;;;;;397;789,0;1189,0;-28,9 %;-7 098;-103,17 %;13,5 %;;;;;;;;;;;1152;840;790,8;
08.12.24;08.12.24;su;0,58 %;18 375;5 075;0;1 241;24 691;26 127;543;1 298;93;202;155;755;1 748;26 439;0;0;10 745;5 116;9 511;15 861;755;7 380;;;;;;;;312;789,0;1258,0;-28,2 %;-6 956;-102,00 %;17,8 %;;;;;;;;;;;1153;840;791,45;
09.12.24;09.12.24;MA;-0,90 %;18 232;4 993;0;1 244;24 469;26 127;543;1 298;93;202;155;755;1 748;26 217;0;0;10 745;5 116;9 511;15 861;755;7 380;;;;;;;;90;789,0;1258,0;-29,3 %;-7 178;-103,83 %;17,8 %;;;;;;;;;;;1154;840;792,1;
10.12.24;10.12.24;ti;-0,60 %;18 146;4 933;0;1 244;24 323;26 127;543;1 298;93;202;155;755;1 748;26 071;0;0;10 745;5 116;9 511;15 861;755;7 380;;;;;;;;-56;789,0;1258,0;-30,1 %;-7 324;-105,06 %;17,8 %;;;;;;;;;;;1155;840;792,75;
11.12.24;11.12.24;ke;-0,53 %;18 110;4 840;0;1 244;24 194;26 127;543;1 298;93;202;155;755;1 748;25 942;0;0;10 745;5 116;9 511;15 861;755;7 380;;;;;;;;-185;789,0;1258,0;-30,8 %;-7 453;-106,15 %;17,8 %;;;;;;;;;;;1156;840;793,4;
12.12.24;12.12.24;to;0,02 %;18 072;4 883;0;1 244;24 199;26 127;543;1 298;93;202;155;755;1 748;25 947;0;0;10 745;5 116;9 511;15 861;755;7 380;;;;;;;;-180;789,0;1258,0;-30,8 %;-7 448;-106,11 %;17,8 %;;;;;;;;;;;1157;840;794,05;
13.12.24;13.12.24;pe;-0,57 %;17 935;4 883;0;1 244;24 062;26 127;543;1 298;93;202;155;755;1 748;25 810;0;0;10 745;5 116;9 511;15 861;755;7 380;;;;;;;;-317;789,0;1258,0;-31,5 %;-7 585;-107,28 %;17,8 %;;;;;;;;;;;1158;840;794,7;
16.12.24;16.12.24;MA;0,17 %;17 974;4 885;0;1 244;24 103;26 503;-639;492;43;227;155;1 131;917;25 020;0;0;10 745;5 116;9 511;15 861;1 131;7 380;;;;;;;;-1 483;789,0;2089,0;-31,3 %;-7 544;-106,93 %;68,9 %;;;;;;;;;;;1159;840;795,35;
18.12.24;18.12.24;ke;-1,22 %;17 713;4 851;0;1 244;23 808;26 571;-743;456;43;227;155;1 199;881;24 689;0;0;10 745;5 116;9 511;15 861;1 199;7 380;;;;;;;;-1 882;789,0;2125,0;-32,9 %;-7 839;-109,49 %;71,1 %;;;;;;;;;;;1160;840;796;
19.12.24;19.12.24;to;-0,66 %;17 647;4 783;0;1 220;23 650;26 699;-886;441;43;227;155;1 327;866;24 516;0;0;10 745;5 116;9 511;15 861;1 327;7 500;;;;;;;;-2 183;789,0;2140,0;-33,8 %;-7 997;-110,89 %;72,1 %;;;;;;;;;;;1161;840;796,65;
20.12.24;20.12.24;pe;-0,79 %;17 560;4 682;0;1 220;23 462;26 827;-1 027;428;43;227;155;1 455;853;24 315;0;0;10 745;5 116;9 511;15 861;1 455;7 500;;;;;;;;-2 512;789,0;2153,0;-34,9 %;-8 185;-112,58 %;72,9 %;;;;;;;;;;;1162;840;797,3;
23.12.24;23.12.24;MA;0,62 %;17 670;4 696;0;1 241;23 607;26 846;-1 046;428;43;227;155;1 474;853;24 460;0;0;10 745;5 116;9 511;15 861;1 474;7 500;;;;;;;;-2 386;789,0;2153,0;-34,1 %;-8 040;-111,28 %;72,9 %;;;;;;;;;;;1163;840;797,95;
26.12.24;26.12.24;to;0,22 %;17 712;4 707;0;1 241;23 660;26 966;-1 166;428;43;227;155;1 594;853;24 513;0;0;10 745;5 116;9 511;15 861;1 594;7 500;;;;;;;;-2 453;789,0;2153,0;-33,8 %;-7 987;-110,80 %;72,9 %;;;;;;;;;;;1164;840;798,6;
27.12.24;27.12.24;pe;0,56 %;17 776;4 776;0;1 241;23 793;27 009;-1 209;428;43;227;155;1 637;853;24 646;0;0;10 745;5 116;9 511;15 861;1 637;7 500;;;;;;;;-2 363;789,0;2153,0;-33,0 %;-7 854;-109,62 %;72,9 %;;;;;;;;;;;1165;840;799,25;
30.12.24;30.12.24;MA;-0,14 %;17 713;4 799;0;1 247;23 759;27 053;-1 253;428;43;227;155;1 681;853;24 612;0;0;10 745;5 116;9 511;15 861;1 681;7 500;;;;;;;;-2 441;789,0;2153,0;-33,2 %;-7 888;-109,92 %;72,9 %;;;;;;;;;;;1166;840;799,9;
31.12.24;31.12.24;ti;-0,01 %;17 719;4 799;0;1 238;23 756;27 053;-1 253;428;43;227;155;1 681;853;24 609;0;0;10 745;5 116;9 511;15 861;1 681;7 500;;Nostot nordnetistä 2024 yh. 7200€;;;;;;-2 444;789,0;2153,0;-33,2 %;-7 891;-109,95 %;72,9 %;;;;;;;;;;;1167;840;800,55;
02.01.25;02.01.25;to;1,37 %;18 000;4 844;0;1 238;24 082;27 089;1 566;3 283;43;227;155;1 717;3 708;27 790;0;0;10 745;5 116;9 511;15 861;1 717;7 500;;Luottokorko 4,4% autolaina. Aikaisempi korko 5,5.;;;;;;701;789,0;-702,0;-31,4 %;-7 565;-107,11 %;-107,8 %;;;;;;;;;;;1168;840;801,2;2025
03.01.25;03.01.25;pe;0,44 %;18 070;4 881;0;1 238;24 189;27 198;1 457;3 283;43;227;155;1 826;3 708;27 897;0;0;10 745;5 116;9 511;15 861;1 826;7 500;;;;;;;;699;789,0;-702,0;-30,8 %;-7 458;-106,19 %;-107,8 %;;;;;;;;;;;1169;840;801,85;
06.01.25;06.01.25;MA;-0,05 %;18 058;4 881;0;1 238;24 177;27 277;1 378;3 283;43;227;155;1 905;3 708;27 885;0;0;10 745;5 116;9 511;15 861;1 905;7 500;;;;;;;;608;789,0;-702,0;-30,9 %;-7 470;-106,30 %;-107,8 %;;;;;;;;;;;1170;840;802,5;
07.01.25;07.01.25;ti;1,19 %;18 190;5 036;0;1 238;24 464;26 829;659;2 655;43;227;155;1 996;3 080;27 544;0;0;10 600;4 998;9 235;15 598;1 996;7 500;;;;;;;;715;789,0;-74,0;-29,4 %;-7 183;-103,88 %;-68,0 %;;;;;;;;;;;1171;840;803,15;
08.01.25;08.01.25;ke;-0,67 %;18 064;5 000;0;1 236;24 300;25 355;658;1 180;43;228;155;522;1 606;25 906;0;0;10 600;4 998;9 235;15 598;522;7 500;;Visa lasku 1474€;;;;;;551;789,0;1400,0;-30,2 %;-7 347;-105,25 %;25,3 %;;;;;;;;;;;1172;840;803,8;
09.01.25;09.01.25;to;-0,06 %;18 049;5 000;0;1 236;24 285;25 355;658;1 180;43;228;155;522;1 606;25 891;0;0;10 600;4 998;9 235;15 598;522;7 500;;;;;;;;536;789,0;1400,0;-30,3 %;-7 362;-105,38 %;25,3 %;;;;;;;;;;;1173;840;804,45;
13.01.25;13.01.25;MA;0,22 %;18 092;5 018;0;1 228;24 338;25 422;272;861;43;228;155;589;1 287;25 625;0;0;10 600;4 998;9 235;15 598;589;7 500;;;;;;;;203;789,0;1719,0;-30,0 %;-7 309;-104,93 %;45,5 %;;;;;;;;;;;1174;840;805,1;
14.01.25;14.01.25;ti;-0,41 %;17 946;5 064;0;1 228;24 238;25 422;272;861;43;228;155;589;1 287;25 525;0;0;10 600;4 998;9 235;15 598;589;7 500;;;;;;;;103;789,0;1719,0;-30,6 %;-7 409;-105,78 %;45,5 %;;;;;;;;;;;1175;840;805,75;
15.01.25;15.01.25;ke;1,18 %;18 200;5 102;0;1 222;24 524;25 422;-169;420;43;228;155;589;846;25 370;0;0;10 600;4 998;9 235;15 598;589;7 620;;;;;;;;-52;789,0;2160,0;-29,0 %;-7 123;-103,38 %;73,4 %;;;;;;;;;;;1176;840;806,4;
16.01.25;16.01.25;to;-0,22 %;18 146;5 102;0;1 222;24 470;25 470;-379;258;43;228;155;637;684;25 154;0;0;10 600;4 998;9 235;15 598;637;7 620;;;;;;;;-316;789,0;2322,0;-29,3 %;-7 177;-103,83 %;83,7 %;;;;;;;;;;;1177;840;807,05;
17.01.25;17.01.25;pe;0,67 %;18 286;5 125;0;1 222;24 633;25 843;-785;225;43;228;155;1 010;651;25 284;0;0;10 600;4 998;9 235;15 598;1 010;7 620;;;;;;;;-559;789,0;2355,0;-28,5 %;-7 014;-102,48 %;85,8 %;;;;;;;;;;;1178;840;807,7;
20.01.25;20.01.25;MA;-0,19 %;18 226;5 137;0;1 222;24 585;25 847;-802;212;43;228;155;1 014;638;25 223;0;0;10 600;4 998;9 235;15 598;1 014;7 620;;Trump toinen kausi alkaa;;;;;;-624;789,0;2368,0;-28,7 %;-7 062;-102,87 %;86,6 %;;;;;;;;;;;1179;840;808,35;
21.01.25;21.01.25;ti;1,27 %;18 426;5 217;0;1 254;24 897;26 284;-1 267;184;43;228;155;1 451;610;25 507;0;0;10 600;4 998;9 235;15 598;1 451;7 620;;;;;;;;-777;789,0;2396,0;-27,1 %;-6 750;-100,33 %;88,4 %;;;;;;;;;;;1180;840;809;
22.01.25;22.01.25;ke;-0,53 %;18 300;5 212;0;1 254;24 766;26 373;-1 363;177;43;228;155;1 540;603;25 369;0;0;10 600;4 998;9 235;15 598;1 540;7 620;;Spotify rahat vuodeksi Elisalle ja Matleenalle 84+84=168€. Uintiranneke Matleenalle 48€.;Nosto nordnetistä 300€;;;;;-1 004;789,0;2403,0;-27,8 %;-6 881;-101,39 %;88,8 %;;;;;;;;;;;1181;840;809,65;
23.01.25;23.01.25;to;0,80 %;18 408;5 301;0;1 254;24 963;26 373;-1 363;177;43;228;155;1 540;603;25 566;0;0;10 600;4 998;9 235;15 598;1 540;7 620;;;;;;;;-807;789,0;2403,0;-26,8 %;-6 684;-99,80 %;88,8 %;;;;;;;;;;;1182;840;810,3;
24.01.25;24.01.25;pe;-0,06 %;18 388;5 294;0;1 266;24 948;26 376;-1 379;164;43;228;155;1 543;590;25 538;0;0;10 600;4 998;9 235;15 598;1 543;7 620;;;;;;;;-838;789,0;2416,0;-26,9 %;-6 699;-99,92 %;89,6 %;;;;;;;;;;;1183;840;810,95;
27.01.25;27.01.25;MA;-0,10 %;18 344;5 313;0;1 266;24 923;26 453;-1 456;164;43;228;155;1 620;590;25 513;0;0;10 600;4 998;9 235;15 598;1 620;7 620;;Deepseek julkaistiin, usa teknot alas;;;;;;-940;789,0;2416,0;-27,0 %;-6 724;-100,12 %;89,6 %;;;;;;;;;;;1184;840;811,6;
28.01.25;28.01.25;ti;0,47 %;18 461;5 313;0;1 266;25 040;26 453;-1 456;164;43;228;155;1 620;590;25 630;0;0;10 600;4 998;9 235;15 598;1 620;7 620;;;;;;;;-823;789,0;2416,0;-26,4 %;-6 607;-99,19 %;89,6 %;;;;;;;;;;;1185;840;812,25;
29.01.25;29.01.25;ke;-0,01 %;18 479;5 292;0;1 266;25 037;26 675;-1 678;164;43;228;155;1 842;590;25 627;0;0;10 600;4 998;9 235;15 598;1 842;7 620;;Ostin konserttiliput Tommy Emmanuel 140€ kaksio lippua;;;;;;-1 048;789,0;2416,0;-26,4 %;-6 610;-99,21 %;89,6 %;;;;;;;;;;;1186;840;812,9;
30.01.25;30.01.25;to;0,54 %;18 565;5 342;0;1 266;25 173;26 675;-1 758;84;43;228;155;1 842;510;25 683;0;0;10 600;4 998;9 235;15 598;1 842;7 620;;;;;;;;-992;789,0;2496,0;-25,7 %;-6 474;-98,13 %;94,7 %;;;;;;;;;;;1187;840;813,55;
31.01.25;31.01.25;pe;-0,11 %;18 656;5 246;0;1 243;25 145;27 649;940;3 756;43;228;155;2 816;4 182;29 327;0;0;10 600;4 998;9 235;15 598;2 816;7 620;;Ostin astianpesukone 860€ (isä halusi maksaa ja sain vastaavan summan tililleni.;;;;;;1 678;789,0;-1176,0;-25,9 %;-6 502;-98,35 %;-137,7 %;;;;;;;;;;;1188;840;814,2;
03.02.25;03.02.25;MA;-0,87 %;18 495;5 189;0;1 243;24 927;26 109;939;2 215;43;228;155;1 276;2 641;27 568;0;0;10 600;4 998;9 235;15 598;1 276;7 620;;Visalasku 1540€;;;;;;1 459;789,0;365,0;-27,0 %;-6 720;-100,09 %;-40,2 %;;;;;;;;;;;1189;840;814,85;
04.02.25;04.02.25;ti;0,02 %;18 527;5 162;0;1 243;24 932;26 204;844;2 215;43;228;155;1 371;2 641;27 573;0;0;10 600;4 998;9 235;15 598;1 371;7 620;;;;;;;;1 369;789,0;365,0;-26,9 %;-6 715;-100,05 %;-40,2 %;;;;;;;;;;;1190;840;815,5;
05.02.25;05.02.25;ke;-0,38 %;18 449;5 146;0;1 243;24 838;25 720;160;1 592;43;228;155;1 432;2 018;26 856;0;0;10 455;4 880;8 953;15 335;1 432;7 620;;;;;;;;1 136;789,0;988,0;-27,4 %;-6 809;-100,81 %;-0,8 %;;;;;;;;;;;1191;840;816,15;
