pvm;pvm;;Omat sijoitukset ed. merk.;nordnet;OP osakkeet;TAPIOLA;S - sijoitus;osak-keet yht.;Kaikki Lainat;tulotili - visa ja jatkuva luotto;Tulotili;elatustili;tavoitetili;S - pankki;OP GOLD;Tilit yht;Tilit+ osakkeet yht;VISA;Jakuva luottotili;asuntolaina;asuntolaina (peruskorjaus);AUTOLAINA;ASUNTOLAINA yht;visa + OP GOLD + luottotili;lasten sijoitusrahastoon;;huom.;OsakeOstot;Myynti;Siirrto arvo-osuustilille;Siirto arvo-osuustililtä;Osinko;omaisuus - lainat;LAINALYHENNYS+KORKO KK;kulutus kuukaudessa;vuosikehitys %;vuosikehitys euroissa;kehitys 2017 asti;Tulotilin kk seu-ranta %;Tuohi-kortti;ASUNTOLAINA remontti;Tulotilin kuukausi seuranta;op osakekaupankäynti raha ei vielä tilillä;Isot hankinnat;OSINGOT nordnet;OSINGOT op;RAHASTOT;Autolaina tulotilillä;;;;;
08.01.18;08.01.18;MA;-0,02 %;32 365;12 654;;;45 019;;;2 620;602;301;;;3 523;48 542;;;;;;47 157;;;;;;;;;;;;;-0,0 %;-8;-1,02 %;20,8 %;;;686;;;;;;;;;;;
09.01.18;09.01.18;ti;0,88 %;32 610;12 806;;;45 416;;;2 281;602;301;;;3 184;48 600;;;;;;47 157;;;;veromätky -317e maksettu;;;;;;;;;0,9 %;389;-0,13 %;31,0 %;;;1 025;;;;;;;;;;;
10.01.18;10.01.18;ke;-0,16 %;32 460;12 882;;;45 342;;;1 730;602;301;;;2 633;47 975;;;;;;47 157;;;;visa maksu 317;;;;;;;;;0,7 %;315;-0,30 %;47,7 %;;;1 576;;;;;;;;;;;
11.01.18;11.01.18;to;-0,53 %;32 154;12 946;;;45 100;;;1 730;602;301;;;2 633;47 733;;;;;;47 157;;;;;;;;;;;;;0,2 %;73;-0,84 %;47,7 %;;;1 576;;;;;;;;;;;
12.01.18;12.01.18;pe;-0,22 %;32 217;12 785;;;45 002;;;1 507;602;301;;;2 410;47 412;;;;;;47 157;;;;;;;;;;;;;-0,1 %;-25;-1,06 %;54,4 %;;;1 799;;;;;;;;;;;
15.01.18;15.01.18;MA;-0,53 %;32 062;12 701;;;44 763;;;1 308;202;401;;;1 911;46 674;;;;;;47 157;;;;;;;;;;;;;-0,6 %;-264;-1,60 %;60,4 %;;;1 998;;;;;;;;;;;
16.01.18;16.01.18;ti;0,24 %;32 101;12 771;;;44 872;;;1 468;202;401;;;2 071;46 943;;;;;;47 157;;;;verohallinto palautti 160e liikaamaksettua veroa.;;;;;;;;;-0,3 %;-155;-1,35 %;55,6 %;;;1 838;;;;;;;;;;;
17.01.18;17.01.18;ke;0,04 %;32 120;12 769;;;44 889;;;1 430;202;401;;;2 033;46 922;;;;;;47 157;;;;;;;;;;;;;-0,3 %;-138;-1,31 %;56,7 %;;;1 876;;;;;;;;;;;
18.01.18;18.01.18;to;-0,58 %;32 000;12 630;;;44 630;;;1 430;202;401;;;2 033;46 663;;;;;;47 157;;;;nokia -2%;;;;;;;;;-0,9 %;-397;-1,90 %;56,7 %;;;1 876;;;;;;;;;;;
19.01.18;19.01.18;pe;0,22 %;32 142;12 587;;;44 729;;;1 418;202;401;;;2 021;46 750;;;;;;47 157;;;;;;;;;;;;;-0,7 %;-298;-1,67 %;57,1 %;;;1 888;;;;;;;;;;;
22.01.18;22.01.18;MA;0,46 %;32 293;12 641;;;44 934;;;1 311;202;401;;;1 914;46 848;;;;;;47 157;;;;;;;;;;;;;-0,2 %;-93;-1,21 %;60,3 %;;;1 995;;;;;;;;;;;
23.01.18;23.01.18;ti;0,04 %;32 141;12 813;;;44 954;;;1 303;202;401;;;1 906;46 860;;;;;;47 157;;;;cargotec -4,4%;;;;;;;;;-0,2 %;-73;-1,16 %;60,6 %;;;2 003;;;;;;;;;;;
24.01.18;24.01.18;ke;-1,16 %;31 818;12 614;;;44 432;;;1 182;202;401;;;1 785;46 217;;;;;;47 157;;;;cargotec -1,6%. nokia -1%.Nordea -1,4%, ;;;;;;;;;-1,3 %;-595;-2,35 %;64,2 %;;;2 124;;;;;;;;;;;
25.01.18;25.01.18;to;-2,23 %;31 276;12 163;;;43 439;;;1 182;202;401;;;1 785;45 224;;;;;;47 157;;;;;Nordea -3,4%,  OSTO nordea 180@9,905 ;;;;;;;;-3,7 %;-1 588;-4,69 %;64,2 %;;;2 124;;540 iphone 8;;;;;;;;;
26.01.18;26.01.18;pe;1,20 %;31 583;12 376;;;43 959;;;1 182;202;401;;;1 785;45 744;;;;;;47 157;;;;;;;;;;;;;-2,4 %;-1 068;-3,45 %;64,2 %;;;2 124;;;;;;;;;;;
29.01.18;29.01.18;MA;0,56 %;31 749;12 456;;;44 205;;;1 022;202;401;;;1 625;45 830;;;;;;47 157;;;;;;;;;;;;;-1,9 %;-822;-2,88 %;69,1 %;;;2 284;;;;;;;;;;;
30.01.18;30.01.18;ti;0,00 %;31 749;12 456;;;44 205;;;1 022;202;401;;;1 625;45 830;;;;;;47 157;;;;;;;;;;;;;-1,9 %;-822;-2,88 %;69,1 %;;;2 284;;;;;;;;;;;
31.01.18;31.01.18;ke;-2,13 %;30 806;12 456;;;43 262;;;974;202;401;;;1 577;44 839;;;;;;47 157;;;;;ostin nokia ja outokumpu. myin rahaston.;;;;;;;;-4,1 %;-1 765;-5,12 %;70,5 %;;;2 332;;;;;;;;;;;
01.02.18;01.02.18;to;1,80 %;31 417;12 625;;;44 042;;;3 328;202;401;;;3 931;47 973;;;;;;47 157;;;;Nokia +11,5%;;;;;;;;;-2,2 %;-985;-3,26 %;;;;;;;;;;;;;;;
02.02.18;02.02.18;pe;-0,64 %;31 267;12 494;;;43 761;;;3 352;202;401;;;3 955;47 716;;;;;;47 157;;;;;myynti nokia 1000e. osto nokian renkaat 40@37,85 ;;;;;;;;-2,9 %;-1 266;-3,92 %;-0,7 %;;;-24;;;;;;;;;;;
06.02.18;06.02.18;ti;-2,22 %;30 608;12 180;;;42 788;;;3 352;202;401;;;3 955;46 743;;;;;;46 687;;;;Indeksit tippui;;;;;;;;;-5,2 %;-2 239;-6,28 %;-0,7 %;;;-24;;;;;;;;;;;
07.02.18;07.02.18;ke;0,82 %;30 828;12 310;;;43 138;;;2 717;202;401;;;3 320;46 458;;;;;;46 687;;;;indeksit elpyy;;;;;;;;;-4,4 %;-1 889;-5,42 %;18,4 %;;;611;;;;;;;;;;;
08.02.18;08.02.18;to;-1,27 %;30 337;12 251;;;42 588;;;2 700;202;401;;;3 303;45 891;;;;;;46 687;;;;usa ja aasia indeksit notkahti jälleen;;;;;;;;;-5,7 %;-2 439;-6,78 %;18,9 %;;;628;;;;;;;;;;;
09.02.18;09.02.18;pe;-0,29 %;30 214;12 251;;;42 465;;;2 700;202;401;;;3 303;45 768;;;;;;46 687;;;;;;;;;;;;;-6,0 %;-2 562;-7,09 %;18,9 %;;;628;;;;;;;;;;;
12.02.18;12.02.18;MA;0,54 %;30 619;12 076;;;42 695;;;2 304;202;401;;;2 907;45 602;;;;;;46 687;;;;;;;;;;;;;-5,5 %;-2 332;-6,52 %;30,8 %;;;1 024;;;;;;;;;;;
13.02.18;13.02.18;ti;-0,96 %;30 331;11 954;;;42 285;;;1 804;302;401;;;2 507;44 792;;;;;;46 687;;;;;;;;;;;;;-6,5 %;-2 742;-7,55 %;45,8 %;;;1 524;;;;;;;;;;;
14.02.18;14.02.18;ke;1,08 %;30 657;12 085;;;42 742;;;1 078;302;401;;;1 781;44 523;;;;;;46 687;;;;Usa inflaatio mittari nousi;;;;;;;;;-5,3 %;-2 285;-6,40 %;67,6 %;;;2 250;;;;;;;;;;;
15.02.18;15.02.18;to;0,45 %;30 828;12 107;;;42 935;;;978;302;501;;;1 781;44 716;;;;;;46 687;;;;;;;;;;;;;-4,9 %;-2 092;-5,92 %;70,6 %;;;2 350;;;;;;;;;;;
16.02.18;16.02.18;pe;1,41 %;31 282;12 259;;;43 541;;;902;302;501;;;1 705;45 246;;;;;;46 687;;;;;;;;;;;;;-3,4 %;-1 486;-4,45 %;72,9 %;;;2 426;;;;;;;;;;;
19.02.18;19.02.18;MA;0,31 %;31 427;12 248;;;43 675;;;847;302;501;;;1 650;45 325;;;;;;46 687;;;;;;;;;;;;;-3,1 %;-1 352;-4,13 %;74,5 %;;;2 481;;;;;;;;;;;
20.02.18;20.02.18;ti;0,18 %;31 506;12 248;;;43 754;;;833;302;501;;;1 636;45 390;;;;;;46 687;;;;;;;;;;;;;-2,9 %;-1 273;-3,94 %;75,0 %;;;2 495;;;;;;;;;;;
21.02.18;21.02.18;ke;-0,41 %;31 432;12 141;;;43 573;;;794;302;501;;;1 597;45 170;;;;;;46 687;;;;;;;;;;;;;-3,3 %;-1 454;-4,37 %;76,1 %;;;2 534;;;;;;;;;;;
23.02.18;23.02.18;pe;-0,57 %;31 235;12 089;;;43 324;;;705;302;501;;;1 508;44 832;;;;;;46 687;;;;;;;;;;;;;-3,9 %;-1 703;-4,97 %;78,8 %;;;2 623;;;;;;;;;;;
26.02.18;26.02.18;MA;1,13 %;31 581;12 233;;;43 814;;;610;302;501;;;1 413;45 227;;;;;;46 687;;;;;;;;;;;;;-2,8 %;-1 213;-3,80 %;81,7 %;;;2 718;;;;;;;;;;;
27.02.18;27.02.18;ti;0,09 %;31 593;12 259;;;43 852;;;530;302;501;;;1 333;45 185;;;;;;46 687;;;;;;;;;;;;;-2,7 %;-1 175;-3,71 %;84,1 %;;;2 798;;;;;;;;;;;
28.02.18;28.02.18;ke;-0,62 %;31 426;12 152;;;43 578;;;530;302;501;;;1 333;44 911;;;;;;46 687;;;;;;;;;;;;;-3,3 %;-1 449;-4,36 %;84,1 %;;;2 798;;;;;;;;;;;
01.03.18;01.03.18;to;-0,63 %;31 225;12 077;;;43 302;;;2 893;302;501;;;3 696;46 998;;;;;;46 687;;;;;;;;;;;;;-4,0 %;-1 725;-5,02 %;;;;;;;;;;;;;;;
02.03.18;02.03.18;pe;-1,67 %;30 500;12 077;;;42 577;;;2 437;802;501;;;3 740;46 317;;;;;;46 687;;;;TRUMP ASETTI METALLIEN TUONTITULLIT;;;;;;;;;-5,8 %;-2 450;-6,81 %;15,8 %;;;456;;;;;;;;;;;
05.03.18;05.03.18;MA;0,22 %;30 716;11 954;;;42 670;;;1 837;802;501;;;3 140;45 810;;;;;;46 215;;;;;;;;;;;;;-5,5 %;-2 357;-6,58 %;36,5 %;;;1 056;;;;;;;;;;;
06.03.18;06.03.18;ti;0,41 %;30 879;11 964;;;42 843;;;1 837;802;501;;;3 140;45 983;;;;;;46 215;;;;;;;;;;;;;-5,1 %;-2 184;-6,15 %;36,5 %;;;1 056;;;;;;;;;;;
07.03.18;07.03.18;ke;0,57 %;31 076;12 010;;;43 086;;;1 837;802;501;;;3 140;46 226;;;;;;46 215;;;;;;;;;;;;;-4,5 %;-1 941;-5,55 %;36,5 %;;;1 056;;;;;;;;;;;
08.03.18;08.03.18;to;1,38 %;31 491;12 188;;;43 679;;;1 813;802;501;;;3 116;46 795;;;;;;46 215;;;;;;;;;;;;;-3,1 %;-1 348;-4,12 %;37,3 %;;;1 080;;;;;;;;;;;
09.03.18;09.03.18;pe;0,10 %;31 534;12 188;;;43 722;;;1 813;802;501;;;3 116;46 838;;;;;;46 215;;;;;;;;;;;;;-3,0 %;-1 305;-4,01 %;37,3 %;;;1 080;;;;;;;;;;;
12.03.18;12.03.18;MA;0,48 %;31 517;12 414;;;43 931;;;1 489;802;501;;;2 792;46 723;;;;;;46 215;;;;vastike -234€;;;;;;;;;-2,5 %;-1 096;-3,52 %;48,5 %;;;1 404;;;;;;;;;;;
13.03.18;13.03.18;ti;0,00 %;31 517;12 414;;;43 931;;;1 489;802;501;;;2 792;46 723;;;;;;46 215;;;;;;;;;;;;;-2,5 %;-1 096;-3,52 %;48,5 %;;;1 404;;johannalle kännykkä 160e;;;;;;;;;
14.03.18;14.03.18;ke;0,00 %;31 517;12 414;;;43 931;;;1 489;802;501;;;2 792;46 723;;;;;;46 215;;;;;;;;;;;;;-2,5 %;-1 096;-3,52 %;48,5 %;;;1 404;;;;;;;;;;;
15.03.18;15.03.18;to;-0,31 %;31 419;12 374;;;43 793;;;1 281;402;601;;;2 284;46 077;;;;;;46 215;;;;elatusmaksu 400;;;;;;;;;-2,8 %;-1 234;-3,85 %;55,7 %;;;1 612;;;;;;;;;;;
21.03.18;21.03.18;to;-5,74 %;29 862;11 416;;;41 278;;;1 061;402;601;;;2 064;43 342;;;;;;46 215;;;;;;;;;;;;;-9,1 %;-3 749;-10,17 %;63,3 %;;;1 832;;;;;;;;;;;
22.03.18;22.03.18;to;-1,77 %;29 397;11 149;;;40 546;;;1 041;402;601;;;2 044;42 590;;;;;;46 215;;;;;;;;;;;;;-11,1 %;-4 481;-12,16 %;64,0 %;;;1 852;;;;;;;;;;;
26.03.18;26.03.18;MA;-0,21 %;29 387;11 075;;;40 462;;;1 550;402;601;;;2 553;43 015;;;;;;46 215;;;;TOKMANNI. op osinko ei kk tulotililaskelmassa;;osinko nordea,;;;;;;;-11,3 %;-4 565;-12,39 %;66,4 %;;;1 921;;;711;578;;;;;;;
27.03.18;27.03.18;ti;0,75 %;29 542;11 223;;;40 765;;;1 500;402;601;;;2 503;43 268;;;;;;46 215;;;;;;;;;;;;;-10,5 %;-4 262;-11,56 %;68,1 %;;;1 971;;;;;;;;;;;
28.03.18;28.03.18;ti;-1,16 %;29 227;11 067;;;40 294;;;1 412;402;601;;;2 415;42 709;;;;;;46 215;;;;Mehiläinen vastaanotto Collan Lauri 114e;;;;;;;;;-11,7 %;-4 733;-12,86 %;71,2 %;;;2 059;;;;;;;;;;;
05.04.18;05.04.18;to;-0,57 %;29 075;10 988;;;40 063;;;3 204;402;601;;;4 207;44 270;;;;;;45 746;;;;USA Kiina Kauppasota;;;;;;;;;-12,4 %;-4 964;-13,51 %;9,2 %;;;;;;173;;;;;;;;
10.04.18;10.04.18;ti;-1,09 %;28 717;10 910;;;39 627;;;2 059;802;601;;;3 462;43 089;;;;;;45 746;;;;;;;;;;;;;-13,6 %;-5 400;-14,76 %;35,7 %;;;1 145;;;;;;;;;;;
11.04.18;11.04.18;ke;-0,59 %;28 606;10 789;;;39 395;;;2 016;802;601;;;3 419;42 814;;;;;;45 746;;;;;;;;;;;;;-14,3 %;-5 632;-15,44 %;37,1 %;;;1 188;;;;;;;;;;;
13.04.18;13.04.18;pe;0,82 %;28 923;10 795;;;39 718;;;2 016;802;601;;;3 419;43 137;;;;;;45 746;;;;;;;;;;;;;-13,4 %;-5 309;-14,50 %;37,1 %;;;1 188;;;;;;;;;;;
16.04.18;16.04.18;MA;0,09 %;28 859;10 894;;;39 753;;;1 644;402;701;;;2 747;42 500;;;;;;45 746;;;;;;;;;;;;;-13,3 %;-5 274;-14,40 %;48,7 %;;;1 560;;;;;;;;;;;
17.04.18;17.04.18;ti;1,86 %;29 390;11 102;;;40 492;;;1 637;402;701;;;2 740;43 232;;;;;;45 746;;;;;;;;;;;;;-11,2 %;-4 535;-12,31 %;48,9 %;;;1 567;;;;;;;;;;;
18.04.18;18.04.18;ke;0,63 %;29 644;11 102;;;40 746;;;1 637;402;701;;;2 740;43 486;;;;;;45 746;;;;;;;;;;;;;-10,5 %;-4 281;-11,61 %;48,9 %;;;1 567;;;;;;;;;;;
19.04.18;19.04.18;to;0,85 %;30 005;11 087;;;41 092;;;1 637;402;701;;;2 740;43 832;;;;;;45 746;;;;;;;;;;;;;-9,6 %;-3 935;-10,67 %;48,9 %;;;1 567;;;;;;;;;;;
20.04.18;20.04.18;to;0,84 %;30 160;11 278;;;41 438;;;1 542;402;701;;;2 645;44 083;;;;;;45 746;;;;;;;;;;;;;-8,7 %;-3 589;-9,75 %;51,9 %;;;1 662;;;;;;;;;;;
23.04.18;23.04.18;MA;0,14 %;30 184;11 311;;;41 495;;;1 408;402;701;;;2 511;44 006;;;;;;45 746;;;;;;;;;;;;;-8,5 %;-3 532;-9,60 %;56,1 %;;;1 796;;;;;;;;;;;
26.04.18;26.04.18;to;-1,40 %;29 605;11 311;;;40 916;;;1 408;402;701;;;2 511;43 427;;;;;;45 746;;;;OUTOKUMPU -10%;;;;;;;;;-10,0 %;-4 111;-11,15 %;56,1 %;;;1 796;;;;;;;;;;;
27.04.18;27.04.18;pe;0,63 %;29 742;11 432;;;41 174;;;1 163;402;701;;;2 266;43 440;;;;;;45 746;;;;;;;;;;;;;-9,4 %;-3 853;-10,45 %;63,7 %;;;2 041;;;;;;;;;;;
28.04.18;28.04.18;pe;0,19 %;29 905;11 347;;;41 252;;;473;402;701;;;1 576;42 828;;;;;;45 746;;;;Maksoin tanssileirin yht.580e;;;;;;;;;-9,2 %;-3 775;-10,24 %;85,2 %;;;2 731;;akkuporakone 200, saunan ovi 170;;;;;;;;;
02.05.18;02.05.18;ke;-0,82 %;29 810;11 103;;;40 913;;;2 786;402;701;;;3 889;44 802;;;;;;45 746;;;;;;;;;;;;;-10,1 %;-4 114;-11,16 %;23,7 %;;;;;;;;;;;;;;
03.05.18;03.05.18;to;-0,32 %;29 696;11 087;;;40 783;;;2 659;402;701;;;3 762;44 545;;;;;;45 746;;;;;;;;;;;;;-10,4 %;-4 244;-11,51 %;4,6 %;;;127;;;;;;;;;;;
04.05.18;04.05.18;pe;1,15 %;30 042;11 208;;;41 250;;;2 496;402;701;;;3 599;44 849;;;;;;45 746;;;;;;;;;;;;;-9,2 %;-3 777;-10,25 %;10,4 %;;;290;;;;;;;;;;;
07.05.18;07.05.18;Ma;1,65 %;30 553;11 376;;;41 929;;;1 483;902;701;;;3 086;45 015;;;;;;45 275;;;;;;;;;;;;;-7,4 %;-3 098;-8,46 %;46,8 %;;;1 303;;;;;;;;;;;
08.05.18;08.05.18;ti;0,88 %;30 851;11 445;;;42 296;;;1 443;902;701;;;3 046;45 342;;;;;;45 275;;;;;;;;;;;;;-6,5 %;-2 731;-7,52 %;48,2 %;;;1 343;;;;;;;;;;;
09.05.18;09.05.18;ke;0,52 %;30 942;11 574;;;42 516;;;1 428;902;701;;;3 031;45 547;;;;;;45 275;;;;;;;;;;;;;-5,9 %;-2 511;-6,96 %;48,7 %;;;1 358;;;;;;;;;;;
11.05.18;11.05.18;pe;2,03 %;31 504;11 873;;;43 377;;;1 124;902;701;;;2 727;46 104;;;;;;45 275;;;;Norda nousi 3%;;;;;;;;;-3,8 %;-1 650;-4,84 %;59,7 %;;;1 662;;;;;;;;;;;
15.05.18;15.05.18;ti;-1,30 %;31 079;11 732;;;42 811;;;464;502;801;;;1 767;44 578;;;;;;45 275;;;;Vakuutusmaksu Fennia 511e;;;;;;;;;-5,2 %;-2 216;-6,23 %;83,3 %;;;2 322;;;;;;;;;;;
16.05.18;16.05.18;ke;-0,52 %;31 025;11 565;;;42 590;;;441;502;801;;;1 744;44 334;;;;;;45 275;;;;;;;;;;;;;-5,7 %;-2 437;-6,78 %;84,2 %;;;2 345;;;;;;;;;;;
17.05.18;17.05.18;to;0,49 %;31 209;11 589;;;42 798;;;441;502;801;;;1 744;44 542;;;;;;45 275;;;;;;;;;;;;;-5,2 %;-2 229;-6,26 %;84,2 %;;;2 345;;;;;;;;;;;
18.05.18;18.05.18;pe;-0,32 %;31 127;11 533;;;42 660;;;437;502;801;;;1 740;44 400;;;;;;45 275;;;;;;;;;;;;;-5,5 %;-2 367;-6,60 %;84,3 %;;;2 349;;;;;;;;;;;
22.05.18;22.05.18;ti;1,70 %;31 652;11 734;;;43 386;;;311;502;801;;;1 614;45 000;;;;;;45 275;;;;Nordea nousi 2%. Maksoin visalaskun visalla;;;;;;;;;-3,8 %;-1 641;-4,82 %;88,8 %;;;2 475;;;;;;;;;;;
23.05.18;23.05.18;ke;-1,80 %;31 101;11 506;;;42 607;;;311;502;801;;;1 614;44 221;;;;;;45 275;;;;Trump Kiina droppi;;;;;;;;;-5,7 %;-2 420;-6,74 %;88,8 %;;;2 475;;;;;;;;;;;
24.05.18;24.05.18;to;0,44 %;31 288;11 506;;;42 794;;;311;502;801;;;1 614;44 408;;;;;;45 275;;;;;;;;;;;;;-5,2 %;-2 233;-6,27 %;88,8 %;;;2 475;;;;;;;;;;;
25.05.18;25.05.18;pe;-1,27 %;30 843;11 406;;;42 249;;;220;502;801;;;1 523;43 772;;;;;;45 275;;;;;;;;;;;;;-6,6 %;-2 778;-7,64 %;92,1 %;;;2 566;;;;;;;;;;;
31.05.18;31.05.18;to;-3,48 %;29 766;11 013;;;40 779;;;113;502;801;;;1 416;42 195;;;;;;45 275;;;;Italian hallituskriisi;;;;;;;;;-10,4 %;-4 248;-11,52 %;95,9 %;;;2 673;;;;;;;;;;;
01.06.18;01.06.18;pe;2,22 %;30 529;11 155;;;41 684;;;2 487;502;801;;;3 790;45 474;;;;;;45 275;;;;;;;;;;;;;-8,0 %;-3 343;-9,10 %;10,7 %;;;;;;;;;;;;;;
04.06.18;04.06.18;MA;0,31 %;30 566;11 246;;;41 812;;;1 871;502;801;;;3 174;44 986;;;;;;45 275;;;;Metsäyhtymästä 1000e;;;;;;;;;-7,7 %;-3 215;-8,77 %;24,8 %;;;616;;Rooma lennot 1130, Matleena kännykkä 379;;;;;;;;;
05.06.18;05.06.18;ti;-1,38 %;29 991;11 246;;;41 237;;;1 871;502;801;;;3 174;44 411;;;;;;45 275;;;;;;;;Nordnetistä 443e OPiin;;;;;-9,2 %;-3 790;-10,28 %;24,8 %;;;616;;;;;;;;;;;
06.06.18;06.06.18;ke;-0,31 %;29 991;11 120;;;41 111;;;1 788;1 002;801;;;3 591;44 702;;;;;;44 805;;;;;;;;;;;;;-9,5 %;-3 916;-10,62 %;28,1 %;;;699;;;;;;;;;;;
07.06.18;07.06.18;to;0,26 %;30 115;11 102;;;41 217;;;1 788;1 002;801;;;3 591;44 808;;;;;;44 805;;;;;;;;;;;;;-9,2 %;-3 810;-10,34 %;28,1 %;;;699;;;;;;;;;;;
08.06.18;08.06.18;pe;-0,11 %;30 151;11 022;;;41 173;;;1 788;1 002;801;;;3 591;44 764;;;;;;44 805;;;;;;;;;;;;;-9,4 %;-3 854;-10,45 %;28,1 %;;;699;;;;;;;;;;;
11.06.18;11.06.18;MA;0,73 %;30 301;11 171;;;41 472;;;1 541;1 002;801;;;3 344;44 816;;;;;;44 805;;;;;;;;;;;;;-8,6 %;-3 555;-9,66 %;38,0 %;;;946;;Rooma hotelli 612;;;;;;;;;
12.06.18;12.06.18;ti;0,05 %;30 275;11 218;;;41 493;;;1 541;1 002;801;;;3 344;44 837;;;;;;44 805;;;;Muutin taulukon merkintätapaa;;;;;;;;;-8,5 %;-3 534;-9,60 %;38,0 %;;;946;;;;;;;;;;;
13.06.18;13.06.18;ke;0,42 %;30 466;11 201;;;41 667;;;1 610;1 002;801;;;3 413;45 080;;;;;;44 805;;;;;nokia osinko;;;;;;;;-8,1 %;-3 360;-9,14 %;35,3 %;;;877;;;266;69;;;;;;;
14.06.18;14.06.18;to;0,90 %;30 636;11 408;;;42 044;;;1 794;677;801;;;3 272;45 316;;;;;;44 805;;;;Siirto nordnetistä opiin 190. Elatusmaksusta - Elisan kuoroliput 75e eli yht 325.;;;;;;;;;-7,1 %;-2 983;-8,17 %;27,9 %;;;693;;;;;;;;;;;
15.06.18;15.06.18;pe;-1,59 %;30 193;11 182;;;41 375;;;1 518;677;901;;;3 096;44 471;;;;;;44 805;;;;USA KIINA tullit;;;;;;;;;-8,8 %;-3 652;-9,91 %;39,0 %;;;969;;;;;;;;;;;
18.06.18;18.06.18;MA;-0,87 %;29 835;11 182;;;41 017;;;1 471;677;901;;;3 049;44 066;;;;;;44 805;;;;;;;;;;;;;-9,8 %;-4 010;-10,87 %;40,9 %;;;1 016;;;;;;;;;;;
19.06.18;19.06.18;ti;0,87 %;30 193;11 182;;;41 375;;;1 471;677;901;;;3 049;44 424;;;;;;44 805;;;;;;;;;;;;;-8,8 %;-3 652;-9,91 %;40,9 %;;;1 016;;;;;;;;;;;
21.06.18;21.06.18;to;-1,56 %;29 673;11 058;;;40 731;;;1 471;677;901;;;3 049;43 780;;;;;;44 805;;;;;;;;;;;;;-10,5 %;-4 296;-22,45 %;40,9 %;;;1 016;;;;;;;;;;;
25.06.18;25.06.18;MA;-1,52 %;29 120;10 992;;;40 112;;;1 278;677;901;;;2 856;42 968;;;;;;44 805;;;;;;;;;;;;;-12,3 %;-4 915;-24,34 %;48,6 %;;;1 209;;;;;;;;;;;
26.06.18;26.06.18;ti;0,30 %;29 194;11 037;;;40 231;;;1 262;677;901;;;2 840;43 071;;;;;;44 805;;;;;;;;;;;;;-11,9 %;-4 796;-23,97 %;49,3 %;;;1 225;;;;;;;;;;;
27.06.18;27.06.18;ke;0,34 %;29 295;11 071;;;40 366;;;1 220;677;901;;;2 798;43 164;;;;;;44 805;;;;;;;;;;;;;-11,5 %;-4 661;-23,56 %;50,9 %;;;1 267;;;;;;;;;;;
29.06.18;29.06.18;pe;-0,32 %;29 223;11 014;;;40 237;;;1 163;677;901;;;2 741;42 978;;;;;;44 805;;;;;;;;;;;;;-11,9 %;-4 790;-23,96 %;53,2 %;;;1 324;;;;;;;;;;;
06.07.18;06.07.18;pe;-0,52 %;28 900;11 127;;;40 027;;;1 580;1 177;901;;;3 658;43 685;;;;;;44 334;;;;;;;;;;;;;-12,5 %;-5 000;-24,61 %;36,5 %;;;907;;;;;;;;;;;
09.07.18;09.07.18;MA;1,16 %;29 288;11 205;;;40 493;;;1 580;1 177;901;;;3 658;44 151;;;;;;44 334;;;;;;;;;;;;;-11,2 %;-4 534;-23,17 %;0,0 %;;;0;;;;;;;;;;;
10.07.18;10.07.18;ti;0,74 %;29 509;11 282;;;40 791;;;1 275;1 177;901;;;3 353;44 144;;;;;;44 334;;;;;;;;;;;;;-10,4 %;-4 236;-22,27 %;19,3 %;;;305;;;;;;;;;;;
11.07.18;11.07.18;ke;-1,63 %;29 008;11 118;;;40 126;;;1 205;777;901;;;2 883;43 009;;;;;;44 334;;;;;;;;;;;;;-12,2 %;-4 901;-24,30 %;23,7 %;;;375;;;;;;;;;;;
13.07.18;13.07.18;pe;0,19 %;29 050;11 151;;;40 201;;;1 551;777;901;;;3 229;43 430;;;;;;44 334;;;;fennia vakuutusmaksu tasaus (vakuutukset taas opssa);;;;;;;;;-12,0 %;-4 826;-24,07 %;1,8 %;;;29;;;;;;;;;;;
16.07.18;16.07.18;MA;1,01 %;29 396;11 210;;;40 606;;;1 551;777;901;;;3 229;43 835;;;;;;44 334;;;;;;;;;;;;;-10,9 %;-4 421;-22,83 %;1,8 %;;;29;;;;;;;;;;;
17.07.18;17.07.18;ti;0,89 %;29 620;11 349;;;40 969;;;1 143;777;1 001;;;2 921;43 890;;;;;;44 334;;;;;;;;;;;;;-9,9 %;-4 058;-21,74 %;27,7 %;;;437;;Elisalle puhelin a6 349 osamaksulla;;;;;;;;;
18.07.18;18.07.18;ke;0,65 %;29 918;11 319;;;41 237;;;1 143;777;1 001;;;2 921;44 158;;;;;;44 334;;;;nokia +3%;;;;;;;;;-9,2 %;-3 790;-20,95 %;27,7 %;;;437;;;;;;;;;;;
19.07.18;19.07.18;to;-0,21 %;29 650;11 501;;;41 151;46 076;-693;1 049;777;1 001;;;2 827;43 978;1 127;615;;;;44 334;1 742;;;cargotec -4%, Outokumpu -5%, Nordea +2,5%;;;;;;42 236;;;-9,4 %;-3 876;-21,20 %;33,6 %;46;;531;;;;;;;;;;;
20.07.18;20.07.18;pe;-0,47 %;29 317;11 640;;;40 957;46 106;-789;983;777;1 001;;;2 761;43 718;1 157;615;;;;44 334;1 772;;;;;;;;;41 946;;;-9,9 %;-4 070;-21,78 %;37,8 %;46;;597;;Tytöt bussilla mummulaan;;;;;;;;;
